Iteration,N,Tuple Time (ns),Variadic Expressions Time (ns),Command Interface Time (ns)
80,160000,889500,819600,1332600
81,160000,826500,1007000,1437100
82,160000,850300,1078000,1441400
83,160000,836500,1011400,1455700
84,160000,1094100,1012900,1609100
85,160000,1051500,1109800,1612900
86,160000,805200,1151300,1432900
87,160000,836800,884800,1385000
88,160000,1257500,1114000,1481500
89,160000,934100,1047699,1458200
90,160000,1054000,957000,1485500
91,160000,848000,988800,1426200
92,160000,891000,931500,1374000
93,160000,845800,1047699,1408000
94,160000,800900,1009600,1447400
95,160000,890000,1008400,1481300
96,160000,824600,1079600,1468900
97,160000,831900,953000,1474000
98,160000,829300,1122100,1496200
99,160000,819200,1089900,1524500
100,160000,882600,1173100,1537500
101,160000,815200,970700,1458700
102,160000,889600,1123800,1732400
103,160000,813000,1212500,1559900
104,160000,815000,1052400,1525300
105,160000,907500,1123400,1988000
106,160000,810700,1007800,1413600
107,160000,913600,1207100,1514600
108,160000,1041400,1061900,1523200
109,160000,1055700,1045900,1548900
110,160000,998299,1028600,1863000
111,160000,875300,1095600,1391300
112,160000,819400,1028000,1511200
113,160000,873500,839600,1323600
114,160000,836000,952400,1541000
115,160000,849300,1067700,1395200
116,160000,813100,972300,1437600
117,160000,943900,1026000,1499100
118,160000,838200,1141700,1630500
119,160000,814200,953200,1521500
120,160000,982800,1102100,1807500
121,160000,894500,1275200,1825400
122,160000,812900,1149400,1662200
123,160000,854100,1226300,1653000
124,160000,844500,1113600,1569200
125,160000,970300,1070100,1533300
126,160000,825300,1084900,1523200
127,160000,879300,1262300,1580100
128,160000,925200,1117600,1521100
129,160000,813800,1088300,1627100
130,160000,880900,1021000,1471300
131,160000,854500,1195100,1420100
132,160000,1090900,1126400,1441700
133,160000,833800,840600,1388200
134,160000,831300,933400,1484000
135,160000,1011600,1100700,1463400
136,160000,843100,1012400,1521900
137,160000,841400,997400,1445500
138,160000,852500,1079200,1537700
139,160000,840200,1038000,1445600
140,160000,1123300,1192500,1622000
141,160000,840100,1059400,1578900
142,160000,836300,1041600,1526900
143,160000,820600,881700,1421100
144,160000,872900,974300,1407600
145,160000,821700,1052600,1464700
146,160000,848800,974600,1526800
147,160000,1193700,982000,1445200
148,160000,1044199,1035100,1562800
149,160000,829100,1263000,1602000
150,160000,886300,1054300,1446000
151,160000,841400,982500,1463400
152,160000,909800,1085200,1575300
153,160000,1020800,1224400,1740600
154,160000,986200,1405800,1852500
155,160000,828200,1095400,1823400
156,160000,847600,1012600,1480400
157,160000,823000,1157400,1706500
158,160000,853900,1018999,1616400
159,160000,875500,1132800,1633100
160,160000,976200,1173700,1581600
161,160000,920800,1148800,1518700
162,160000,867100,967800,1471200
163,160000,888800,1260400,1507100
164,160000,1134900,1392500,2165100
165,160000,805600,825100,1674700
166,160000,887500,2106100,1644000
167,160000,1232000,1128300,1563200
168,160000,802000,1129700,1604500
169,160000,840800,1141200,1809900
170,160000,1080600,1084800,1700000
171,160000,816500,1147800,1680500
172,160000,824300,1225200,1793000
173,160000,851900,1297100,1898700
174,160000,887400,1043300,1470100
175,160000,981200,1183300,1561800
176,160000,820700,1016600,1424600
177,160000,820800,1020200,1520600
178,160000,820700,1004900,1289700
179,160000,1009399,977199,1489800
180,160000,824300,982900,1828500
181,160000,818800,1068400,1592200
182,160000,1056400,1013199,1439100
183,160000,835000,1103800,1697000
184,160000,805200,1135400,1482400
185,160000,930600,1152100,1587800
186,160000,819200,1064400,1621800
187,160000,867700,1234000,1763700
188,160000,861600,1031100,1495600
189,160000,800200,1051700,1632900
190,160000,819600,1106500,1600800
191,160000,871200,1008300,1573100
192,160000,1144500,1205100,1626000
193,160000,833300,1173600,1539200
194,160000,1069800,1043099,1473500
195,160000,1189600,1141200,1691900
196,160000,889500,1097800,1491600
197,160000,841300,852500,1327100
198,160000,815500,1132600,1631200
199,160000,826900,993400,1472000
200,160000,804200,1004300,1513400
1,320000,2076199,894500,2408300
2,320000,1850900,1018900,2365200
3,320000,1887800,1029600,2483000
4,320000,1687000,998500,2221100
5,320000,1879000,1090600,2674000
6,320000,1978100,1288000,2878300
7,320000,1825300,1341800,2491100
8,320000,1885100,1299400,2685300
9,320000,1920100,1126800,2691300
10,320000,1794100,1154000,2553400
11,320000,2091599,1118800,2564900
12,320000,1896800,1254300,2802000
13,320000,1834600,1195100,3200900
14,320000,1793700,1070600,2695500
15,320000,2058899,1216600,2670900
16,320000,1917900,1390600,2691500
17,320000,2270300,1343100,2990000
18,320000,1737000,1033000,2394400
19,320000,1857300,1050700,2526100
20,320000,1747600,1007200,2499000
21,320000,1924500,1107200,2585700
22,320000,1826300,1065300,2375300
23,320000,1992200,1132600,2796800
24,320000,1942700,1147400,2687000
25,320000,1829400,1040799,2664900
26,320000,1825500,1199600,2868100
27,320000,2171000,1213000,2789600
28,320000,1750700,922100,2374300
29,320000,1975199,1218700,2788100
30,320000,1822600,1094900,2369500
31,320000,1807700,1210000,2595300
32,320000,1980899,1171400,2702200
33,320000,1861500,1079600,2627900
34,320000,1804500,1030900,2485200
35,320000,1863200,1002000,2772800
36,320000,1777000,1161900,2374400
37,320000,2349500,1174000,2699600
38,320000,2072699,947400,2606900
39,320000,1886700,1106700,2689600
40,320000,1891600,1102100,2367600
41,320000,1892300,1086500,2570600
42,320000,1830100,1072400,2609000
43,320000,2103500,1128400,2627500
44,320000,1804400,1111800,2706200
45,320000,2255200,1189100,3129100
46,320000,2090600,1328500,2761200
47,320000,2425300,1195200,2702000
48,320000,2203800,1060400,2633600
49,320000,1833300,1112700,2908000
50,320000,2149200,1042900,2524900
51,320000,1819300,1158300,2814100
52,320000,1823800,1091900,2728100
53,320000,1743000,1098600,2737800
54,320000,1806800,1227300,2709200
55,320000,1854900,1183200,2383200
56,320000,2144200,1339900,2895100
57,320000,1891800,1290700,2678100
58,320000,1893800,1025200,2183400
59,320000,1829300,1059100,2331200
60,320000,1794300,957400,2393300
61,320000,1847900,1159900,2542900
62,320000,1911300,1050900,2383900
63,320000,1673800,1032200,2668100
64,320000,1753300,1163000,2754900
65,320000,2010399,1130700,2567200
66,320000,1878500,923100,2755000
67,320000,1879900,1125500,2588600
68,320000,1751300,1014500,2388200
69,320000,1842200,929000,2318500
70,320000,1883900,1088200,2542400
71,320000,1851600,893500,2122500
72,320000,1830200,1088600,2400700
73,320000,1849100,1084400,2616600
74,320000,1981400,1022300,2552500
75,320000,1770200,1223500,2622000
76,320000,1695500,1164500,2829400
77,320000,1704900,1154100,2852200
78,320000,2303300,1621800,3353400
79,320000,2170500,1598300,3100600
80,320000,1925400,1102800,2665700
81,320000,1885500,1084800,2685200
82,320000,1914000,1151200,2515100
83,320000,1868800,1115900,2744400
84,320000,9777400,1148500,2641800
85,320000,1968199,1139300,2688500
86,320000,1850000,1104600,2605500
87,320000,2319600,1361900,2807000
88,320000,1868100,1396900,2792500
89,320000,1900000,1038800,2328400
90,320000,1805700,1090400,2773900
91,320000,1852200,1052700,2328600
92,320000,1756800,1018599,2454000
93,320000,1797200,879500,2173700
94,320000,1914900,1094900,2599000
95,320000,1897800,1157400,2787000
96,320000,1849400,1125800,2467400
97,320000,1800800,1008400,2426200
98,320000,2112900,1211600,2654800
99,320000,1877300,1245600,2931600
100,320000,1780200,1167600,2979800
101,320000,1835000,1296600,2837500
102,320000,1840500,1100900,2456100
103,320000,1866200,1174600,2647700
104,320000,1841700,1169000,2656700
105,320000,1847400,996399,2551300
106,320000,1834200,1029699,2341300
107,320000,1915200,1138600,2491400
108,320000,1889100,1217400,2748600
109,320000,1861900,1138600,2977000
110,320000,1922600,1072100,2698700
111,320000,1821200,1210600,2613700
112,320000,1852200,1147000,2701100
113,320000,1947000,1181200,2746700
114,320000,1843800,1120200,2519200
115,320000,1943400,1148600,2552200
116,320000,1833700,1244600,2700800
117,320000,1824000,1236400,2626600
118,320000,1846500,1157300,2625600
119,320000,1873000,1008400,2184400
120,320000,1931800,969700,2369300
121,320000,1894100,1014700,2336600
122,320000,1810100,1065500,2432200
123,320000,1693700,892300,2465600
124,320000,2474900,1069500,2988600
125,320000,1908300,1123400,3353400
126,320000,1799500,1160000,2918100
127,320000,1988000,1078000,2705000
128,320000,2059399,1043600,2906300
129,320000,2037300,1359900,3377600
130,320000,1876600,982500,2719900
131,320000,1866200,1155800,2763000
132,320000,1797100,1088400,2478400
133,320000,1888800,1970700,2507400
134,320000,1813900,1182200,2886800
135,320000,1816500,1132000,2630100
136,320000,1960899,1067400,2445600
137,320000,2083499,1173300,2553900
138,320000,1855600,1090500,2656100
139,320000,1824400,1217000,2703100
140,320000,2925700,1357300,3156400
141,320000,1851500,1124500,2920600
142,320000,1986100,1234200,2663700
143,320000,1749500,1102200,2931700
144,320000,1893000,1232700,2656100
145,320000,2045500,1144000,2709900
146,320000,2129600,1111800,2927400
147,320000,2102500,1175600,2524400
148,320000,1712400,1114100,2945000
149,320000,2066400,1110000,2531200
150,320000,1718500,1160400,2913200
151,320000,1846000,1211800,2544900
152,320000,1939400,1108800,2493200
153,320000,1711600,1047500,2860700
154,320000,1759000,1223000,2618500
155,320000,2133600,1258200,2634000
156,320000,1903300,1168800,2791900
157,320000,1958199,1253000,2836400
158,320000,2008900,1159200,2966900
159,320000,2053600,1295200,2753200
160,320000,2021100,1017500,2681300
161,320000,2906600,1394800,2713400
162,320000,1764500,934200,2130200
163,320000,1994800,1078600,2115800
164,320000,1812000,1083800,2452900
165,320000,1712100,994300,2561900
166,320000,1970200,1142300,2452800
167,320000,1862200,1068000,2551200
168,320000,2002299,1099100,2641100
169,320000,2334100,1329100,2715300
170,320000,2010399,1322300,3010800
171,320000,1723700,1131400,2691400
172,320000,1995100,1129100,2623700
173,320000,1735300,1234600,2703900
174,320000,1966299,1106500,2717500
175,320000,1964000,1228800,2822000
176,320000,1850300,1153900,3013700
177,320000,1876100,1076500,2630100
178,320000,1852300,1277300,2748000
179,320000,2023200,1188300,2693200
180,320000,2254200,1276100,3279900
181,320000,1897800,1367100,2929200
182,320000,2045400,1129400,2457200
183,320000,1835300,1083100,2361600
184,320000,1902000,1035700,2679400
185,320000,1978900,1082000,2684700
186,320000,1833800,1143800,2854200
187,320000,2235600,1257600,2704600
188,320000,1895100,1156000,2673000
189,320000,1859100,1120100,2661000
190,320000,2087100,1349600,2820200
191,320000,1927700,1058700,2565700
192,320000,2022299,1088100,2686100
193,320000,1841200,1167800,2984100
194,320000,2044300,1270500,2750100
195,320000,1857700,1090600,2563700
196,320000,1900700,1187700,2802900
197,320000,1984100,1254900,2664400
198,320000,1972700,1132400,2584600
199,320000,1935600,1075000,2849000
200,320000,1867300,1163700,2510000
1,640000,2748900,2067400,4136900
2,640000,2924000,1671500,4059300
3,640000,3016500,1554100,3936900
4,640000,3098700,2084700,4485400
5,640000,2917700,2125700,4646900
6,640000,3012800,2027300,4555900
7,640000,3069900,2083799,4472600
8,640000,2943100,2059300,4693400
9,640000,3222800,2023699,4071100
10,640000,3255900,1911900,4446300
11,640000,2765600,1913300,4509600
12,640000,3046500,2047000,4673000
13,640000,3003700,2109700,4514000
14,640000,2797700,1530200,4164900
15,640000,3182800,2033200,4847400
16,640000,3066800,1989100,4415500
17,640000,2982500,1922400,4502500
18,640000,3231000,1953500,4313500
19,640000,3037700,2003600,4113999
20,640000,3818400,2043800,6054100
21,640000,4055800,2199100,4031899
22,640000,2936400,1962799,4319500
23,640000,3301900,1952000,4293200
24,640000,2970100,2155700,4471000
25,640000,3115200,2045200,4609800
26,640000,2853100,2008700,4292600
27,640000,2951100,1891600,4576600
28,640000,3163400,2137600,4550100
29,640000,3020400,1994999,4426500
30,640000,3309800,2094400,5187000
31,640000,2711900,1811000,4101700
32,640000,3217300,1849500,4337100
33,640000,2913500,2040100,4328300
34,640000,3037600,2132400,4099300
35,640000,2792500,2008499,4060800
36,640000,3006500,1822700,4528300
37,640000,3109100,2067799,4219800
38,640000,2865600,1928000,4231500
39,640000,3117100,2026600,4597000
40,640000,3500700,2239700,4928400
41,640000,2943800,1934000,4484800
42,640000,2948000,1990000,4269300
43,640000,3034800,2223800,4498900
44,640000,2883700,1907200,4292500
45,640000,2957800,2151500,4407600
46,640000,2953100,1974600,4464400
47,640000,3101700,1942200,4339000
48,640000,3163400,2064600,4562900
49,640000,3310500,2092999,4654900
50,640000,3341400,2101900,4927700
51,640000,2891800,1610200,3352300
52,640000,2837100,1698100,4142899
53,640000,2848600,1965199,4223600
54,640000,3015000,1735600,4380100
55,640000,2950200,2049800,4049200
56,640000,2925700,1876400,4296800
57,640000,2898300,2023000,4339500
58,640000,2925600,2185800,4299200
59,640000,3205800,1844600,4061000
60,640000,3477900,2063700,4532100
61,640000,3154500,1941000,4634900
62,640000,3107800,1892000,4359300
63,640000,2985000,1807500,3792400
64,640000,3013600,2070600,4353300
65,640000,2952800,2092999,4504200
66,640000,2990500,2042700,4598200
67,640000,3051800,2033200,4367900
68,640000,2899000,1974800,4463300
69,640000,3360000,2212100,5276900
70,640000,2952200,1946500,4511800
71,640000,2997800,1794900,4067200
72,640000,2948000,2058100,4504400
73,640000,2884600,1953100,4177700
74,640000,2885300,2067100,4036400
75,640000,2840600,2130700,4450200
76,640000,2986600,1988000,4385100
77,640000,2954000,1907700,3985800
78,640000,2809700,2016000,4054500
79,640000,3549800,2266200,6056900
80,640000,2863000,2147400,4562700
81,640000,3203800,2050600,4499800
82,640000,2878100,2101600,4499900
83,640000,3130300,2022200,4427100
84,640000,3031300,2122800,4275400
85,640000,2985900,2164600,4309900
86,640000,3055700,2105200,4303100
87,640000,3096700,1907100,4303200
88,640000,3518600,2095000,4704400
89,640000,3147000,2170400,4536600
90,640000,2910400,1641100,3386900
91,640000,2826500,2032800,4644700
92,640000,3220200,1885800,4689200
93,640000,3393200,1833600,4350700
94,640000,3016500,2035200,4161400
95,640000,3164800,2051500,4067699
96,640000,2949000,2086700,4529900
97,640000,2976700,1998400,4394800
98,640000,2892400,2135500,4249800
99,640000,3053100,2033900,4565300
100,640000,3029300,2173100,4763900
101,640000,2869300,1867800,3848300
102,640000,2830500,1773800,4379100
103,640000,2914800,1714200,3876900
104,640000,3207000,1798300,4369500
105,640000,3121200,1778300,4066500
106,640000,2864000,2045800,4461000
107,640000,3144500,1946200,4594100
108,640000,3444800,2557700,5522400
109,640000,2727000,1950100,4399700
110,640000,3103200,1910900,4197200
111,640000,2797200,1510300,4087999
112,640000,2848200,1909400,4191900
113,640000,3469800,1781000,4197400
114,640000,3081500,1880900,4332400
115,640000,2851100,1863000,4049500
116,640000,2977800,1906100,4133200
117,640000,2899800,1959100,4323200
118,640000,3257300,2001600,5249700
119,640000,2987000,1969200,3990700
120,640000,3086300,1870800,4590500
121,640000,3134900,1542800,4102800
122,640000,3007300,1988499,4305000
123,640000,3128200,2017300,4542200
124,640000,3219400,2281500,4481700
125,640000,3040300,1941800,4451300
126,640000,3079800,1939200,4697600
127,640000,3225000,2094500,4238000
128,640000,3722200,2200300,6034500
129,640000,2742300,1759800,3910099
130,640000,2943400,1990300,4556100
131,640000,3190800,2000300,4271200
132,640000,3082000,1951900,4381100
133,640000,2847400,1884300,4370300
134,640000,2820600,1879100,4321200
135,640000,2994100,1846100,4401600
136,640000,2926400,2029200,4171300
137,640000,3098000,2076700,4347800
138,640000,3078800,1978499,4912600
139,640000,2957800,2170300,5478200
140,640000,2896300,1921200,4442900
141,640000,3039900,1968300,4416200
142,640000,2771600,2121700,4276300
143,640000,2988100,2054900,4215600
144,640000,3097100,2057900,4444600
145,640000,3187700,1996400,4598000
146,640000,3019800,1950900,4372200
147,640000,3163300,1910600,4446800
148,640000,3288700,2426100,6107000
149,640000,2710600,1518400,3858900
150,640000,3029800,2017100,4418000
151,640000,2877700,1994600,4230300
152,640000,2839400,1776200,4330000
153,640000,2843300,1914300,4349000
154,640000,3093200,1992799,4271900
155,640000,3274800,2024400,4261600
156,640000,2941500,2058800,4443700
157,640000,3029400,1942300,4393300
158,640000,3354000,2030199,4819100
159,640000,3830600,3145600,6596800
160,640000,2847500,2015200,4627700
161,640000,3016300,1997699,4496200
162,640000,2929400,1731900,4128500
163,640000,2808000,1819800,4400700
164,640000,3530200,1958800,4295600
165,640000,3299300,1738400,4649900
166,640000,3143600,1899400,4453800
167,640000,3210700,2151300,4703200
168,640000,3055700,1926000,4451700
169,640000,3127500,1963299,4635500
170,640000,3170700,2088300,4464300
171,640000,2963400,2139000,4373100
172,640000,3230400,1982700,3830400
173,640000,2768000,1956600,5010400
174,640000,3058600,1751100,4635200
175,640000,2991000,1807500,4054200
176,640000,2984900,1928800,4417700
177,640000,3516900,2179500,5197900
178,640000,3605000,2818800,4554100
179,640000,2873300,1901300,4244400
180,640000,2991000,2032400,4592500
181,640000,2969900,1969500,4370000
182,640000,2960300,1987900,4451300
183,640000,3177900,1783800,4194700
184,640000,2988100,1965800,4258000
185,640000,2757600,1842600,4408600
186,640000,3132400,1720900,3900600
187,640000,3355100,2064299,5199800
188,640000,3103300,2039800,4614500
189,640000,2795700,2050499,4806700
190,640000,2900400,2101400,4723200
191,640000,2895500,1942300,4958300
192,640000,2874900,1972100,4814000
193,640000,3112200,2081800,4782700
194,640000,3022300,2087700,4238800
195,640000,3018400,1960100,4228500
196,640000,3589100,2406700,5639500
197,640000,3408900,2039899,5278100
198,640000,3204000,2618800,4719000
199,640000,2855300,1744800,4263300
200,640000,2901900,1840300,4202400
1,1280000,5176600,2902400,6193300
2,1280000,5276300,2756500,5999800
3,1280000,5187800,2887700,6071300
4,1280000,5266800,2670400,5868500
5,1280000,5129300,2775600,5212800
6,1280000,5179600,2954800,6529000
7,1280000,5066700,2868500,6687200
8,1280000,4893200,2604100,5818100
9,1280000,5302700,2614700,5833900
10,1280000,5159700,2369300,6223600
11,1280000,5092900,2624500,5776600
12,1280000,4771800,2793500,6131000
13,1280000,5391800,2809900,6162900
14,1280000,5173000,2665500,5698600
15,1280000,6874200,3521400,8806200
16,1280000,6064400,3444900,7361300
17,1280000,5389400,2649300,6129500
18,1280000,4975900,2639000,5547300
19,1280000,4788200,2865600,6288800
20,1280000,5397000,2831300,6602100
21,1280000,4988600,2660400,6160100
22,1280000,5008800,2654500,5868100
23,1280000,5203500,2920800,6259200
24,1280000,5824800,3047200,8117600
25,1280000,5839700,3297100,6773300
26,1280000,4381900,2186800,5533500
27,1280000,5074400,2748300,5789700
28,1280000,4909700,2840300,6711000
29,1280000,5701500,2969700,6367600
30,1280000,5123700,2896900,6152100
31,1280000,5109900,2543100,5671700
32,1280000,5072300,2962700,6554400
33,1280000,5241600,2947000,6184100
34,1280000,6484600,3487600,8106700
35,1280000,4658700,2296300,5503600
36,1280000,5162500,2565200,6412600
37,1280000,5028400,2944400,6398400
38,1280000,5090800,2468200,6245600
39,1280000,4646300,2470700,5600800
40,1280000,4831700,2999900,6423900
41,1280000,4826200,2553500,6004300
42,1280000,5037900,2906600,5998100
43,1280000,5733000,3534700,7489100
44,1280000,4374600,2658700,5625300
45,1280000,4639300,2523700,6126500
46,1280000,5091000,2675000,6461600
47,1280000,4980600,2975100,6327400
48,1280000,5107700,2678600,6331100
49,1280000,4852300,2841000,6292100
50,1280000,6036700,2876800,5793000
51,1280000,5659700,2816200,6119200
52,1280000,6545100,3450800,8647800
53,1280000,5682200,2825400,6499000
54,1280000,5308100,2839700,6439800
55,1280000,4976100,2625100,6511700
56,1280000,4911300,2592100,6829200
57,1280000,5135300,2720000,6186700
58,1280000,5088900,2934200,6313500
59,1280000,5378400,2491500,6445000
60,1280000,5036800,2879600,6151300
61,1280000,6417000,3100600,7396600
62,1280000,6337900,3278400,7458000
63,1280000,4658600,2162300,5456100
64,1280000,5056900,3097600,6492500
65,1280000,5313700,2846400,6558000
66,1280000,5035500,3033500,6166800
67,1280000,5207300,2900800,6413000
68,1280000,5090600,2821100,6283000
69,1280000,4878000,2822900,6376800
70,1280000,6183000,3588100,6827700
71,1280000,6284600,3580500,7791100
72,1280000,4605200,2459300,5586700
73,1280000,4394000,2610200,5937200
74,1280000,4630500,2628700,6748000
75,1280000,5310400,2633900,5888100
76,1280000,5113500,2671300,6047900
77,1280000,4544400,2326000,6222700
78,1280000,5007500,2774900,6395600
79,1280000,4479900,2573000,6029200
80,1280000,5313700,3156100,6809600
81,1280000,5214400,3667400,6967600
82,1280000,4889800,2590200,5753500
83,1280000,4764100,2548900,5786800
84,1280000,5289000,2707700,6198500
85,1280000,5103300,2688700,6356300
86,1280000,4886100,2996500,6567700
87,1280000,4704400,2446700,5743200
88,1280000,4845300,2792600,6296000
89,1280000,7127700,3578100,7508600
90,1280000,6333500,3475700,6464200
91,1280000,5466100,2602800,5966500
92,1280000,5133500,2812200,6240600
93,1280000,5140700,2604200,5788200
94,1280000,4884900,2628300,5904000
95,1280000,5044700,2740000,6317600
96,1280000,6005400,2898900,6526000
97,1280000,5224000,2868800,7280700
98,1280000,6204500,3587300,7674700
99,1280000,4758500,2882500,6451300
100,1280000,4884600,2851600,6480800
101,1280000,5163200,2914800,6381000
102,1280000,5240000,2881100,6446600
103,1280000,4806700,2940600,6529400
104,1280000,5153000,2909400,6492500
105,1280000,4695600,2716900,6092500
106,1280000,5122100,2747900,6541100
107,1280000,6600400,3708700,7467600
108,1280000,4633000,2885600,6377000
109,1280000,5216500,2641300,6570600
110,1280000,5373100,3393800,6588100
111,1280000,5338700,2778100,6378200
112,1280000,5804700,2904600,6478200
113,1280000,5475300,2792100,6511300
114,1280000,5516900,2789200,6453900
115,1280000,5235100,2836400,6223000
116,1280000,6844300,3703300,9534500
117,1280000,4532500,2764300,6016500
118,1280000,4967800,2891800,6295300
119,1280000,4975800,2851700,6475400
120,1280000,5089900,2814400,6452100
121,1280000,4569000,2890300,6529500
122,1280000,5010800,2509800,6129100
123,1280000,5018900,2674700,5918900
124,1280000,5778100,2417200,5998500
125,1280000,5949400,2759600,8771200
126,1280000,7027200,3855000,9451100
127,1280000,4860500,2382700,5819100
128,1280000,4867200,2906200,6572200
129,1280000,5160800,2812200,6198700
130,1280000,4893000,3015400,6309800
131,1280000,5038500,2692600,6301600
132,1280000,4777300,3112600,5837700
133,1280000,4906900,2844800,7229700
134,1280000,5312300,2879100,6682300
135,1280000,6186900,3249400,7093700
136,1280000,4795200,2263300,4847300
137,1280000,4819800,2525200,5587000
138,1280000,4473200,2660100,6070900
139,1280000,4975900,2663700,5871200
140,1280000,4969100,2654300,5591500
141,1280000,4889000,2440500,5570600
142,1280000,4923100,2673700,5926300
143,1280000,4922600,2613000,5530000
144,1280000,5573500,2899300,7417100
145,1280000,4949400,3038400,6246100
146,1280000,4903700,2690500,6291800
147,1280000,4659800,2678900,5596900
148,1280000,4794800,2646500,5773500
149,1280000,4890000,2526400,5947900
150,1280000,4826900,2332400,5934300
151,1280000,5042700,3156300,6427500
152,1280000,4967400,2909000,6234400
153,1280000,5855300,3165100,6981700
154,1280000,5611700,3135600,6636100
155,1280000,5295200,2743900,6203300
156,1280000,5127100,2982700,6718300
157,1280000,4812400,2944100,6255200
158,1280000,5190900,2864700,6165800
159,1280000,5036900,2868400,6313900
160,1280000,5162700,2782100,5733400
161,1280000,5490300,2944500,6120900
162,1280000,5929300,3123600,7761600
163,1280000,6454900,3351100,7077200
164,1280000,5535300,2700900,6079100
165,1280000,5237500,2973000,5530600
166,1280000,5261600,2745600,5616200
167,1280000,5265200,2431100,5962500
168,1280000,5550600,2535200,5804100
169,1280000,5355700,2454500,5689200
170,1280000,5167500,2703600,6085600
171,1280000,5249200,2929700,7607200
172,1280000,6297400,3289600,7763200
173,1280000,4818800,2199300,5154400
174,1280000,5093500,3045200,7556600
175,1280000,4841900,2900100,6440900
176,1280000,5341400,2872400,6918600
177,1280000,5118900,2952800,6484500
178,1280000,5262200,2928400,6361100
179,1280000,5351700,3375400,6939300
180,1280000,5311100,2952000,6411400
181,1280000,6193100,3164900,7464400
182,1280000,5340400,3313400,6180200
183,1280000,4813600,3016100,6614100
184,1280000,5475100,2998400,6732400
185,1280000,5202200,2858700,6449500
186,1280000,4869600,2916500,5969900
187,1280000,5209500,2748600,5889400
188,1280000,5160600,2757000,6136300
189,1280000,5141600,2898600,6538600
190,1280000,5448100,3314400,8057900
191,1280000,5055900,2782300,5734200
192,1280000,5433900,2999000,6673900
193,1280000,5154900,2769900,6486800
194,1280000,5074800,2899600,6745000
195,1280000,5025600,2538000,5615900
196,1280000,4956000,2724800,6518000
197,1280000,4580900,3005600,6432400
198,1280000,5371200,3279600,6705200
199,1280000,6546300,3657600,8676300
200,1280000,5020900,3073200,6790000
1,2560000,9137900,4583800,10551000
2,2560000,9325500,5214200,10460100
3,2560000,9652600,4867100,9990200
4,2560000,9319500,4053300,8922100
5,2560000,9504100,4900200,9762500
6,2560000,9836900,4834800,11466000
7,2560000,15062800,8538100,21507200
8,2560000,8943200,4300700,9987200
9,2560000,8952700,4706400,10538400
10,2560000,8814500,4664800,10258900
11,2560000,10006500,4533300,10475200
12,2560000,9176800,4276800,11097000
13,2560000,9053400,4578800,10091500
14,2560000,10181100,5428800,13463200
15,2560000,14412900,7519500,24555700
16,2560000,10338400,4984700,9113200
17,2560000,9066400,4312300,8264499
18,2560000,8534700,4259300,9007800
19,2560000,8754700,4161500,9166000
20,2560000,9200100,4446600,8631400
21,2560000,9438600,4522900,9245800
22,2560000,10402600,4333600,10481700
23,2560000,13496700,7800900,24564000
24,2560000,9596800,4251900,10302100
25,2560000,9075700,4390500,10385800
26,2560000,8884700,4331700,9815500
27,2560000,9014700,4126099,9797900
28,2560000,8659300,4391000,9917100
29,2560000,8986700,4943200,10814800
30,2560000,9266100,4934200,14242200
31,2560000,14497800,5816000,21600200
32,2560000,10552100,6306600,11585000
33,2560000,8461100,4409600,9875300
34,2560000,8726600,4581200,10229800
35,2560000,9163500,4302400,10270700
36,2560000,8867200,4511900,10342500
37,2560000,9078800,4642800,10232100
38,2560000,9350400,4577700,14797400
39,2560000,14122900,7139600,18965000
40,2560000,9447000,4648400,10679000
41,2560000,9054800,4213200,9949900
42,2560000,8545300,4157000,10188600
43,2560000,8837400,3936600,10208300
44,2560000,8961300,4224200,10252400
45,2560000,8999600,4219800,9855400
46,2560000,9465400,4503300,11974500
47,2560000,14855300,9987800,24125900
48,2560000,9973500,4548900,11929900
49,2560000,9073300,4675800,9926900
50,2560000,9305200,4065499,9722400
51,2560000,9092800,4197100,8871600
52,2560000,9409500,4335300,10363200
53,2560000,9220100,4477700,9976800
54,2560000,9180200,4512400,13533000
55,2560000,14605500,7325800,20890200
56,2560000,9309100,4422100,12072800
57,2560000,8925400,4628200,10118200
58,2560000,8963200,4782700,10403600
59,2560000,8937500,4727900,10586100
60,2560000,8927600,4601000,10229200
61,2560000,9094300,4560200,10526600
62,2560000,9367000,4627500,12947400
63,2560000,15036800,8552400,22434000
64,2560000,11132300,4798200,10456400
65,2560000,9635800,4721800,10384600
66,2560000,9533900,4764000,10365300
67,2560000,9595900,4775300,10273500
68,2560000,9481400,5046000,9766700
69,2560000,9801300,5218800,10243700
70,2560000,10425500,5400900,14480100
71,2560000,13639700,9303200,21516600
72,2560000,8757000,4824900,9257600
73,2560000,9300000,4551200,10452100
74,2560000,8963900,4716300,10478500
75,2560000,8916500,4275500,10219400
76,2560000,9413900,4642400,10375200
77,2560000,9366400,4752300,10371400
78,2560000,8985000,4599800,13908000
79,2560000,13288800,7252400,20444400
80,2560000,8980500,4621200,10653500
81,2560000,9324600,4781100,12145300
82,2560000,9248300,4841900,10715900
83,2560000,9404500,4746600,10240800
84,2560000,9756100,4916900,11135600
85,2560000,9884200,4750600,9910500
86,2560000,10319200,5661000,14831700
87,2560000,13861900,7328000,20875200
88,2560000,8720500,4271800,8523000
89,2560000,9370400,4593900,10468800
90,2560000,8982500,4425000,10728100
91,2560000,8617300,4548400,10209000
